id,ct_id,title,country,name,headline,description,project_details,suggested_alternatives,success_reason
2963,2553,"Chinese nuclear plant in Sierra Grande, Río Negro, Argentina",#<Country:0x00005606dd3fe988>,es,en,es,es,"",es
